type,name,code
NYSE Equity,Norfolk Souther Corporation (NSC),NSC
NYSE Equity,North American Construction Group Ltd. (NOA),NOA
NYSE Equity,North European Oil Royality Trust (NRT),NRT
NYSE Equity,Northrop Grumman Corporation (NOC),NOC
NYSE Equity,NorthStar Realty Europe Corp. (NRE),NRE
NYSE Equity,Northwest Natural Holding Company (NWN),NWN
NYSE Equity,NorthWestern Corporation (NWE),NWE
NYSE Equity,Norwegian Cruise Line Holdings Ltd. (NCLH),NCLH
NYSE Equity,Novartis AG (NVS),NVS
NYSE Equity,Novo Nordisk A/S (NVO),NVO
NYSE Equity,NOW Inc. (DNOW),DNOW
NYSE Equity,"NRG Energy, Inc. (NRG)",NRG
NYSE Equity,"Nu Skin Enterprises, Inc. (NUS)",NUS
NYSE Equity,Nucor Corporation (NUE),NUE
NYSE Equity,Nustar Energy L.P. (NS),NS
NYSE Equity,Nustar Energy L.P. (NS^A),NS^A
NYSE Equity,Nustar Energy L.P. (NS^B),NS^B
NYSE Equity,Nustar Energy L.P. (NS^C),NS^C
NYSE Equity,"NuStar Logistics, L.P. (NSS)",NSS
NYSE Equity,Nutrien Ltd. (NTR),NTR
NYSE Equity,Nuveen All Cap Energy MLP Opportunities Fund (JMLP),JMLP
NYSE Equity,Nuveen AMT-Free Municipal Credit Income Fund (NVG),NVG
NYSE Equity,Nuveen AMT-Free Municipal Value Fund (NUV),NUV
NYSE Equity,Nuveen AMT-Free Municipal Value Fund (NUW),NUW
NYSE Equity,Nuveen AMT-Free Quality Municipal Income Fund (NEA),NEA
NYSE Equity,Nuveen Arizona Quality Municipal Income Fund (NAZ),NAZ
NYSE Equity,Nuveen California AMT-Free Quality Municipal Income Fund (NKX),NKX
NYSE Equity,Nuveen California Municipal Value Fund 2 (NCB),NCB
NYSE Equity,"Nuveen California Municipal Value Fund, Inc. (NCA)",NCA
NYSE Equity,Nuveen California Quality Municipal Income Fund (NAC),NAC
NYSE Equity,Nuveen Connecticut Quality Municipal Income Fund (NTC),NTC
NYSE Equity,Nuveen Core Equity Alpha Fund (JCE),JCE
NYSE Equity,Nuveen Credit Opportunities 2022 Target Term Fund (JCO),JCO
NYSE Equity,Nuveen Credit Strategies Income Fund (JQC),JQC
NYSE Equity,Nuveen Diversified Dividend and Income Fund (JDD),JDD
NYSE Equity,Nuveen Dow 30SM Dynamic Overwrite Fund (DIAX),DIAX
NYSE Equity,Nuveen Emerging Markets Debt 2022 Target Term Fund (JEMD),JEMD
NYSE Equity,Nuveen Energy MLP Total Return Fund (JMF),JMF
NYSE Equity,Nuveen Enhanced Municipal Value Fund (NEV),NEV
NYSE Equity,Nuveen Floating Rate Income Fund (JFR),JFR
NYSE Equity,Nuveen Floating Rate Income Opportuntiy Fund (JRO),JRO
NYSE Equity,Nuveen Georgia Quality Municipal Income Fund  (NKG),NKG
NYSE Equity,Nuveen Global High Income Fund (JGH),JGH
NYSE Equity,Nuveen High Income 2020 Target Term Fund (JHY),JHY
NYSE Equity,Nuveen High Income 2023 Target Term Fund (JHAA),JHAA
NYSE Equity,Nuveen High Income December 2019 Target Term Fund (JHD),JHD
NYSE Equity,Nuveen High Income November 2021 Target Term Fund (JHB),JHB
NYSE Equity,Nuveen Insured California Select Tax-Free Income Portfolio (NXC),NXC
NYSE Equity,Nuveen Insured New York Select Tax-Free Income Portfolio (NXN),NXN
NYSE Equity,Nuveen Intermediate Duration Municipal Term Fund (NID),NID
NYSE Equity,Nuveen Maryland Quality Municipal Income Fund (NMY),NMY
NYSE Equity,Nuveen Massachusetts Municipal Income Fund (NMT),NMT
NYSE Equity,Nuveen Michigan Quality Municipal Income Fund (NUM),NUM
NYSE Equity,Nuveen Minnesota Quality Municipal Income Fund (NMS),NMS
NYSE Equity,Nuveen Missouri Quality Municipal Income Fund (NOM),NOM
NYSE Equity,Nuveen Mortgage Opportunity Term Fund (JLS),JLS
NYSE Equity,Nuveen Multi-Market Income Fund (JMM),JMM
NYSE Equity,Nuveen Municipal 2021 Target Term Fund (NHA),NHA
NYSE Equity,Nuveen Municipal Credit Income Fund (NZF),NZF
NYSE Equity,Nuveen Municipal High Income Opportunity Fund (NMZ),NMZ
NYSE Equity,"Nuveen Municipal Income Fund, Inc. (NMI)",NMI
NYSE Equity,Nuveen New Jersey Municipal Value Fund (NJV),NJV
NYSE Equity,Nuveen New Jersey Quality Municipal Income Fund (NXJ),NXJ
NYSE Equity,Nuveen New York AMT-Free Quality Municipal (NRK),NRK
NYSE Equity,Nuveen New York Municipal Value Fund 2 (NYV),NYV
NYSE Equity,"Nuveen New York Municipal Value Fund, Inc. (NNY)",NNY
NYSE Equity,Nuveen New York Quality Municipal Income Fund (NAN),NAN
NYSE Equity,Nuveen North Carolina Quality Municipal Income Fd (NNC),NNC
NYSE Equity,Nuveen Ohio Quality Municipal Income Fund (NUO),NUO
NYSE Equity,Nuveen Pennsylvania Municipal Value Fund (NPN),NPN
NYSE Equity,Nuveen Pennsylvania Quality Municipal Income Fund (NQP),NQP
NYSE Equity,Nuveen Preferred & Income Opportunities Fund (JPC),JPC
NYSE Equity,Nuveen Preferred & Income Securities Fund (JPS),JPS
NYSE Equity,Nuveen Preferred and Income 2022 Term Fund (JPT),JPT
NYSE Equity,Nuveen Preferred and Income Term Fund (JPI),JPI
NYSE Equity,Nuveen Quality Municipal Income Fund (NAD),NAD
NYSE Equity,Nuveen Real Asset Income and Growth Fund (JRI),JRI
NYSE Equity,Nuveen Real Estate Fund (JRS),JRS
NYSE Equity,Nuveen S&P 500 Buy-Write Income Fund (BXMX),BXMX
NYSE Equity,Nuveen S&P 500 Dynamic Overwrite Fund (SPXX),SPXX
NYSE Equity,Nuveen Select Maturities Municipal Fund (NIM),NIM
NYSE Equity,Nuveen Select Tax Free Income Portfolio (NXP),NXP
NYSE Equity,Nuveen Select Tax Free Income Portfolio II (NXQ),NXQ
NYSE Equity,Nuveen Select Tax Free Income Portfolio III (NXR),NXR
NYSE Equity,Nuveen Senior Income Fund (NSL),NSL
NYSE Equity,Nuveen Short Duration Credit Opportunities Fund (JSD),JSD
NYSE Equity,Nuveen Taxable Municipal Income Fund (NBB),NBB
NYSE Equity,Nuveen Tax-Advantaged Dividend Growth Fund (JTD),JTD
NYSE Equity,Nuveen Tax-Advantaged Total Return Strategy Fund (JTA),JTA
NYSE Equity,Nuveen Texas Quality Municipal Income Fund (NTX),NTX
NYSE Equity,Nuveen Virginia Quality Municipal Income Fund (NPV),NPV
NYSE Equity,Nuveenn Intermediate Duration Quality Municipal Term Fund (NIQ),NIQ
NYSE Equity,Nuven Mortgage Opportunity Term Fund 2 (JMT),JMT
NYSE Equity,nVent Electric plc (NVT),NVT
NYSE Equity,"NVR, Inc. (NVR)",NVR
NYSE Equity,"Oaktree Capital Group, LLC (OAK)",OAK
NYSE Equity,"Oaktree Capital Group, LLC (OAK^A)",OAK^A
NYSE Equity,"Oaktree Capital Group, LLC (OAK^B)",OAK^B
NYSE Equity,Oaktree Specialty Lending Corporation (OSLE),OSLE
NYSE Equity,Oasis Midstream Partners LP (OMP),OMP
NYSE Equity,Oasis Petroleum Inc. (OAS),OAS
NYSE Equity,Obsidian Energy Ltd. (OBE),OBE
NYSE Equity,Occidental Petroleum Corporation (OXY),OXY
NYSE Equity,"Oceaneering International, Inc. (OII)",OII
NYSE Equity,Och-Ziff Capital Management Group LLC (OZM),OZM
NYSE Equity,Ocwen Financial Corporation (OCN),OCN
NYSE Equity,OFG Bancorp (OFG),OFG
NYSE Equity,OFG Bancorp (OFG^A),OFG^A
NYSE Equity,OFG Bancorp (OFG^B),OFG^B
NYSE Equity,OFG Bancorp (OFG^D),OFG^D
NYSE Equity,OGE Energy Corp (OGE),OGE
NYSE Equity,Oi S.A. (OIBR.C),OIBR.C
NYSE Equity,"Oil States International, Inc. (OIS)",OIS
NYSE Equity,Oil-Dri Corporation Of America (ODC),ODC
NYSE Equity,Old Republic International Corporation (ORI),ORI
NYSE Equity,Olin Corporation (OLN),OLN
NYSE Equity,"Omega Healthcare Investors, Inc. (OHI)",OHI
NYSE Equity,Omnicom Group Inc. (OMC),OMC
NYSE Equity,OMNOVA Solutions Inc. (OMN),OMN
NYSE Equity,"On Deck Capital, Inc. (ONDK)",ONDK
NYSE Equity,"ONE Gas, Inc. (OGS)",OGS
NYSE Equity,"One Liberty Properties, Inc. (OLP)",OLP
NYSE Equity,"OneMain Holdings, Inc. (OMF)",OMF
NYSE Equity,"ONEOK, Inc. (OKE)",OKE
NYSE Equity,OneSmart International Education Group Limited (ONE),ONE
NYSE Equity,"Ooma, Inc. (OOMA)",OOMA
NYSE Equity,"Oppenheimer Holdings, Inc. (OPY)",OPY
NYSE Equity,Oracle Corporation (ORCL),ORCL
NYSE Equity,Orange (ORAN),ORAN
NYSE Equity,"Orchid Island Capital, Inc. (ORC)",ORC
NYSE Equity,Orion Engineered Carbons S.A (OEC),OEC
NYSE Equity,"Orion Group Holdings, Inc. (ORN)",ORN
NYSE Equity,Orix Corp Ads (IX),IX
NYSE Equity,"Ormat Technologies, Inc. (ORA)",ORA
NYSE Equity,Oshkosh Corporation (OSK),OSK
NYSE Equity,Osisko Gold Royalties Ltd (OR),OR
NYSE Equity,OUTFRONT Media Inc. (OUT),OUT
NYSE Equity,"Overseas Shipholding Group, Inc. (OSG)",OSG
NYSE Equity,"Owens & Minor, Inc. (OMI)",OMI
NYSE Equity,Owens Corning Inc (OC),OC
NYSE Equity,"Owens-Illinois, Inc. (OI)",OI
NYSE Equity,"Oxford Industries, Inc. (OXM)",OXM
NYSE Equity,Pacific Coast Oil Trust (ROYT),ROYT
NYSE Equity,Pacific Drilling S.A. (PACD),PACD
NYSE Equity,Pacific Gas & Electric Co. (PCG),PCG
NYSE Equity,Packaging Corporation of America (PKG),PKG
NYSE Equity,"PagerDuty, Inc. (PD)",PD
NYSE Equity,PagSeguro Digital Ltd. (PAGS),PAGS
NYSE Equity,"Palo Alto Networks, Inc. (PANW)",PANW
NYSE Equity,Pampa Energia S.A. (PAM),PAM
NYSE Equity,Panhandle Royalty Company (PHX),PHX
NYSE Equity,"Par Pacific Holdings, Inc. (PARR)",PARR
NYSE Equity,PAR Technology Corporation (PAR),PAR
NYSE Equity,"Paramount Group, Inc. (PGRE)",PGRE
NYSE Equity,Park Electrochemical Corporation (PKE),PKE
NYSE Equity,Park Hotels & Resorts Inc. (PK),PK
NYSE Equity,Parker Drilling Company (PKD),PKD
NYSE Equity,Parker-Hannifin Corporation (PH),PH
NYSE Equity,"Parsley Energy, Inc. (PE)",PE
NYSE Equity,Parsons Corporation (PSN),PSN
NYSE Equity,PartnerRe Ltd. (PRE^F),PRE^F
NYSE Equity,PartnerRe Ltd. (PRE^G),PRE^G
NYSE Equity,PartnerRe Ltd. (PRE^H),PRE^H
NYSE Equity,PartnerRe Ltd. (PRE^I),PRE^I
NYSE Equity,Party City Holdco Inc. (PRTY),PRTY
NYSE Equity,"Paycom Software, Inc. (PAYC)",PAYC
NYSE Equity,PBF Energy Inc. (PBF),PBF
NYSE Equity,PBF Logistics LP (PBFX),PBFX
NYSE Equity,Peabody Energy Corporation (BTU),BTU
NYSE Equity,"Pearson, Plc (PSO)",PSO
NYSE Equity,Pebblebrook Hotel Trust (PEB),PEB
NYSE Equity,Pebblebrook Hotel Trust (PEB^C),PEB^C
NYSE Equity,Pebblebrook Hotel Trust (PEB^D),PEB^D
NYSE Equity,Pebblebrook Hotel Trust (PEB^E),PEB^E
NYSE Equity,Pebblebrook Hotel Trust (PEB^F),PEB^F
NYSE Equity,Pembina Pipeline Corp. (PBA),PBA
NYSE Equity,Pennsylvania Real Estate Investment Trust (PEI),PEI
NYSE Equity,Pennsylvania Real Estate Investment Trust (PEI^B),PEI^B
NYSE Equity,Pennsylvania Real Estate Investment Trust (PEI^C),PEI^C
NYSE Equity,Pennsylvania Real Estate Investment Trust (PEI^D),PEI^D
NYSE Equity,"PennyMac Financial Services, Inc. (PFSI)",PFSI
NYSE Equity,PennyMac Mortgage Investment Trust (PMT),PMT
NYSE Equity,PennyMac Mortgage Investment Trust (PMT^A),PMT^A
NYSE Equity,PennyMac Mortgage Investment Trust (PMT^B),PMT^B
NYSE Equity,"Penske Automotive Group, Inc. (PAG)",PAG
NYSE Equity,Pentair plc. (PNR),PNR
NYSE Equity,"Penumbra, Inc. (PEN)",PEN
NYSE Equity,Performance Food Group Company (PFGC),PFGC
NYSE Equity,"PerkinElmer, Inc. (PKI)",PKI
NYSE Equity,Permian Basin Royalty Trust (PBT),PBT
NYSE Equity,Permianville Royalty Trust (PVL),PVL
NYSE Equity,PermRock Royalty Trust (PRT),PRT
NYSE Equity,Perrigo Company (PRGO),PRGO
NYSE Equity,Perspecta Inc. (PRSP),PRSP
NYSE Equity,PetroChina Company Limited (PTR),PTR
NYSE Equity,Petroleo Brasileiro S.A.- Petrobras (PBR),PBR
NYSE Equity,Petroleo Brasileiro S.A.- Petrobras (PBR.A),PBR.A
NYSE Equity,"Pfizer, Inc. (PFE)",PFE
NYSE Equity,"PGIM Global High Yield Fund, Inc. (GHY)",GHY
NYSE Equity,"PGIM High Yield Bond Fund, Inc. (ISD)",ISD
NYSE Equity,"PGT Innovations, Inc. (PGTI)",PGTI
NYSE Equity,Philip Morris International Inc (PM),PM
NYSE Equity,Phillips 66 (PSX),PSX
NYSE Equity,Phillips 66 Partners LP (PSXP),PSXP
NYSE Equity,Phoenix New Media Limited (FENG),FENG
NYSE Equity,Physicians Realty Trust (DOC),DOC
NYSE Equity,"Piedmont Office Realty Trust, Inc. (PDM)",PDM
NYSE Equity,"Pier 1 Imports, Inc. (PIR)",PIR
NYSE Equity,PIMCO California Municipal Income Fund (PCQ),PCQ
NYSE Equity,Pimco California Municipal Income Fund II (PCK),PCK
NYSE Equity,PIMCO California Municipal Income Fund III (PZC),PZC
NYSE Equity,"PIMCO Commercial Mortgage Securities Trust, Inc. (PCM)",PCM
NYSE Equity,Pimco Corporate & Income Opportunity Fund (PTY),PTY
NYSE Equity,Pimco Corporate & Income Stategy Fund (PCN),PCN
NYSE Equity,PIMCO Dynamic Credit and Mortgage Income Fund (PCI),PCI
NYSE Equity,PIMCO Dynamic Income Fund (PDI),PDI
NYSE Equity,PIMCO Energy and Tactical Credit Opportunities Fund (NRGX),NRGX
NYSE Equity,Pimco Global Stocksplus & Income Fund (PGP),PGP
NYSE Equity,Pimco High Income Fund (PHK),PHK
NYSE Equity,Pimco Income Opportunity Fund (PKO),PKO
NYSE Equity,PIMCO Income Strategy Fund (PFL),PFL
NYSE Equity,PIMCO Income Strategy Fund II (PFN),PFN
NYSE Equity,PIMCO Municipal Income Fund (PMF),PMF
NYSE Equity,Pimco Municipal Income Fund II (PML),PML
NYSE Equity,PIMCO Municipal Income Fund III (PMX),PMX
NYSE Equity,PIMCO New York Municipal Income Fund (PNF),PNF
NYSE Equity,Pimco New York Municipal Income Fund II (PNI),PNI
NYSE Equity,PIMCO New York Municipal Income Fund III (PYN),PYN
NYSE Equity,"PIMCO Strategic Income Fund, Inc. (RCS)",RCS
NYSE Equity,Pinnacle West Capital Corporation (PNW),PNW
NYSE Equity,"Pinterest, Inc. (PINS)",PINS
NYSE Equity,Pioneer Energy Services Corp. (PES),PES
NYSE Equity,Pioneer Floating Rate Trust (PHD),PHD
NYSE Equity,Pioneer High Income Trust (PHT),PHT
NYSE Equity,Pioneer Municipal High Income Advantage Trust (MAV),MAV
NYSE Equity,Pioneer Municipal High Income Trust (MHI),MHI
NYSE Equity,Pioneer Natural Resources Company (PXD),PXD
NYSE Equity,Piper Jaffray Companies (PJC),PJC
NYSE Equity,Pitney Bowes Inc. (PBI),PBI
NYSE Equity,Pitney Bowes Inc. (PBI^B),PBI^B
NYSE Equity,Pivotal Acquisition Corp. (PVT),PVT
NYSE Equity,Pivotal Acquisition Corp. (PVT.U),PVT.U
NYSE Equity,Pivotal Acquisition Corp. (PVT.WS),PVT.WS
NYSE Equity,"Pivotal Software, Inc. (PVTL)",PVTL
NYSE Equity,PJT Partners Inc. (PJT),PJT
NYSE Equity,"Plains All American Pipeline, L.P. (PAA)",PAA
NYSE Equity,"Plains Group Holdings, L.P. (PAGP)",PAGP
NYSE Equity,"Planet Fitness, Inc. (PLNT)",PLNT
NYSE Equity,"Plantronics, Inc. (PLT)",PLT
NYSE Equity,"PlayAGS, Inc. (AGS)",AGS
NYSE Equity,PLDT Inc. (PHI),PHI
NYSE Equity,"PNC Financial Services Group, Inc. (The) (PNC)",PNC
NYSE Equity,"PNC Financial Services Group, Inc. (The) (PNC^P)",PNC^P
NYSE Equity,"PNC Financial Services Group, Inc. (The) (PNC^Q)",PNC^Q
NYSE Equity,"PNM Resources, Inc. (Holding Co.) (PNM)",PNM
NYSE Equity,Polaris Industries Inc. (PII),PII
NYSE Equity,PolyOne Corporation (POL),POL
NYSE Equity,Portland General Electric Company (POR),POR
NYSE Equity,POSCO (PKX),PKX
NYSE Equity,"Post Holdings, Inc. (POST)",POST
NYSE Equity,"Postal Realty Trust, Inc. (PSTL)",PSTL
NYSE Equity,PPDAI Group Inc. (PPDF),PPDF
NYSE Equity,"PPG Industries, Inc. (PPG)",PPG
NYSE Equity,"PPL Capital Funding, Inc. (PPX)",PPX
NYSE Equity,PPL Corporation (PPL),PPL
NYSE Equity,PPlus Trust (PYS),PYS
NYSE Equity,PPlus Trust (PYT),PYT
NYSE Equity,PQ Group Holdings Inc. (PQG),PQG
NYSE Equity,Precision Drilling Corporation (PDS),PDS
NYSE Equity,"Preferred Apartment Communities, Inc. (APTS)",APTS
NYSE Equity,Prestige Consumer Healthcare Inc. (PBH),PBH
NYSE Equity,"Pretium Resources, Inc. (PVG)",PVG
NYSE Equity,"Primerica, Inc. (PRI)",PRI
NYSE Equity,Principal Real Estate Income Fund (PGZ),PGZ
NYSE Equity,"Priority Income Fund, Inc. (PRIF^A)",PRIF^A
NYSE Equity,"Priority Income Fund, Inc. (PRIF^B)",PRIF^B
NYSE Equity,"Priority Income Fund, Inc. (PRIF^C)",PRIF^C
NYSE Equity,"Priority Income Fund, Inc. (PRIF^D)",PRIF^D
NYSE Equity,ProAssurance Corporation (PRA),PRA
NYSE Equity,Procter & Gamble Company (The) (PG),PG
NYSE Equity,Progressive Corporation (The) (PGR),PGR
NYSE Equity,"Prologis, Inc. (PLD)",PLD
NYSE Equity,ProPetro Holding Corp. (PUMP),PUMP
NYSE Equity,"PROS Holdings, Inc. (PRO)",PRO
NYSE Equity,Prospect Capital Corporation (PBB),PBB
NYSE Equity,Prospect Capital Corporation (PBC),PBC
NYSE Equity,Prospect Capital Corporation (PBY),PBY
NYSE Equity,"Prosperity Bancshares, Inc. (PB)",PB
NYSE Equity,"Proto Labs, Inc. (PRLB)",PRLB
NYSE Equity,"Provident Financial Services, Inc (PFS)",PFS
NYSE Equity,"Prudential Financial, Inc. (PJH)",PJH
NYSE Equity,"Prudential Financial, Inc. (PRH)",PRH
NYSE Equity,"Prudential Financial, Inc. (PRS)",PRS
NYSE Equity,"Prudential Financial, Inc. (PRU)",PRU
NYSE Equity,Prudential Public Limited Company (PUK),PUK
NYSE Equity,Prudential Public Limited Company (PUK^),PUK^
NYSE Equity,Prudential Public Limited Company (PUK^A),PUK^A
NYSE Equity,"PS Business Parks, Inc. (PSB)",PSB
NYSE Equity,"PS Business Parks, Inc. (PSB^U)",PSB^U
NYSE Equity,"PS Business Parks, Inc. (PSB^V)",PSB^V
NYSE Equity,"PS Business Parks, Inc. (PSB^W)",PSB^W
NYSE Equity,"PS Business Parks, Inc. (PSB^X)",PSB^X
NYSE Equity,"PS Business Parks, Inc. (PSB^Y)",PSB^Y
NYSE Equity,"PT Telekomunikasi Indonesia, Tbk (TLK)",TLK
NYSE Equity,Public Service Enterprise Group Incorporated (PEG),PEG
NYSE Equity,Public Storage (PSA),PSA
NYSE Equity,Public Storage (PSA^A),PSA^A
NYSE Equity,Public Storage (PSA^B),PSA^B
NYSE Equity,Public Storage (PSA^C),PSA^C
NYSE Equity,Public Storage (PSA^D),PSA^D
NYSE Equity,Public Storage (PSA^E),PSA^E
NYSE Equity,Public Storage (PSA^F),PSA^F
NYSE Equity,Public Storage (PSA^G),PSA^G
NYSE Equity,Public Storage (PSA^H),PSA^H
NYSE Equity,Public Storage (PSA^U),PSA^U
NYSE Equity,Public Storage (PSA^V),PSA^V
NYSE Equity,Public Storage (PSA^W),PSA^W
NYSE Equity,Public Storage (PSA^X),PSA^X
NYSE Equity,Public Storage (PSA^Z.CL),PSA^Z.CL
NYSE Equity,"PulteGroup, Inc. (PHM)",PHM
NYSE Equity,"Pure Storage, Inc.  (PSTG)",PSTG
NYSE Equity,Putnam Managed Municipal Income Trust (PMM),PMM
NYSE Equity,Putnam Master Intermediate Income Trust (PIM),PIM
NYSE Equity,Putnam Municipal Opportunities Trust (PMO),PMO
NYSE Equity,Putnam Premier Income Trust (PPT),PPT
NYSE Equity,Puxin Limited (NEW),NEW
NYSE Equity,PVH Corp. (PVH),PVH
NYSE Equity,"Pyxus International, Inc. (PYX)",PYX
NYSE Equity,Pzena Investment Management Inc (PZN),PZN
NYSE Equity,"Q2 Holdings, Inc. (QTWO)",QTWO
NYSE Equity,"QEP Resources, Inc. (QEP)",QEP
NYSE Equity,Qiagen N.V. (QGEN),QGEN
NYSE Equity,"QTS Realty Trust, Inc. (QTS)",QTS
NYSE Equity,"QTS Realty Trust, Inc. (QTS^A)",QTS^A
NYSE Equity,"QTS Realty Trust, Inc. (QTS^B)",QTS^B
NYSE Equity,"Quad Graphics, Inc (QUAD)",QUAD
NYSE Equity,Quaker Chemical Corporation (KWR),KWR
NYSE Equity,Quanex Building Products Corporation (NX),NX
NYSE Equity,"Quanta Services, Inc. (PWR)",PWR
NYSE Equity,Qudian Inc. (QD),QD
NYSE Equity,Quest Diagnostics Incorporated (DGX),DGX
NYSE Equity,Quintana Energy Services Inc. (QES),QES
NYSE Equity,Quorum Health Corporation (QHC),QHC
NYSE Equity,Quotient Technology Inc. (QUOT),QUOT
NYSE Equity,"QVC, Inc. (QVCD)",QVCD
NYSE Equity,Qwest Corporation (CTAA),CTAA
NYSE Equity,Qwest Corporation (CTBB),CTBB
NYSE Equity,Qwest Corporation (CTDD),CTDD
NYSE Equity,Qwest Corporation (CTV),CTV
NYSE Equity,Qwest Corporation (CTY),CTY
NYSE Equity,Qwest Corporation (CTZ),CTZ
NYSE Equity,R.R. Donnelley & Sons Company (RRD),RRD
NYSE Equity,"Ra Medical Systems, Inc. (RMED)",RMED
NYSE Equity,Radian Group Inc. (RDN),RDN
NYSE Equity,Ralph Lauren Corporation (RL),RL
NYSE Equity,Range Resources Corporation (RRC),RRC
NYSE Equity,"Ranger Energy Services, Inc. (RNGR)",RNGR
NYSE Equity,Ranpak Holdings Corp (PACK),PACK
NYSE Equity,Ranpak Holdings Corp (PACK.WS),PACK.WS
NYSE Equity,"Raymond James Financial, Inc. (RJF)",RJF
NYSE Equity,Rayonier Advanced Materials Inc. (RYAM),RYAM
NYSE Equity,Rayonier Advanced Materials Inc. (RYAM^A),RYAM^A
NYSE Equity,Rayonier Inc. (RYN),RYN
NYSE Equity,Raytheon Company (RTN),RTN
NYSE Equity,"RE/MAX Holdings, Inc. (RMAX)",RMAX
NYSE Equity,Ready Capital Corporation (RC),RC
NYSE Equity,Ready Capital Corporation (RCA),RCA
NYSE Equity,Ready Capital Corporation (RCP),RCP
NYSE Equity,Realogy Holdings Corp. (RLGY),RLGY
NYSE Equity,Realty Income Corporation (O),O
NYSE Equity,"Red Hat, Inc. (RHT)",RHT
NYSE Equity,Red Lion Hotels Corporation (RLH),RLH
NYSE Equity,"Redwood Trust, Inc. (RWT)",RWT
NYSE Equity,Regal Beloit Corporation (RBC),RBC
NYSE Equity,Regalwood Global Energy Ltd. (RWGE),RWGE
NYSE Equity,Regalwood Global Energy Ltd. (RWGE.U),RWGE.U
NYSE Equity,Regalwood Global Energy Ltd. (RWGE.WS),RWGE.WS
NYSE Equity,Regional Management Corp. (RM),RM
NYSE Equity,Regions Financial Corporation (RF),RF
NYSE Equity,Regions Financial Corporation (RF^A),RF^A
NYSE Equity,Regions Financial Corporation (RF^B),RF^B
NYSE Equity,Regions Financial Corporation (RF^C),RF^C
NYSE Equity,Regis Corporation (RGS),RGS
NYSE Equity,"Reinsurance Group of America, Incorporated (RGA)",RGA
NYSE Equity,"Reinsurance Group of America, Incorporated (RZA)",RZA
NYSE Equity,"Reinsurance Group of America, Incorporated (RZB)",RZB
NYSE Equity,Reliance Steel & Aluminum Co. (RS),RS
NYSE Equity,RELX PLC (RELX),RELX
NYSE Equity,RenaissanceRe Holdings Ltd. (RNR),RNR
NYSE Equity,RenaissanceRe Holdings Ltd. (RNR^C),RNR^C
NYSE Equity,RenaissanceRe Holdings Ltd. (RNR^E),RNR^E
NYSE Equity,RenaissanceRe Holdings Ltd. (RNR^F),RNR^F
NYSE Equity,Renesola Ltd. (SOL),SOL
NYSE Equity,Renren Inc. (RENN),RENN
NYSE Equity,Replay Acquisition Corp. (RPLA),RPLA
NYSE Equity,Replay Acquisition Corp. (RPLA.U),RPLA.U
NYSE Equity,Replay Acquisition Corp. (RPLA.WS),RPLA.WS
NYSE Equity,"Republic Services, Inc. (RSG)",RSG
NYSE Equity,"Resideo Technologies, Inc. (REZI)",REZI
NYSE Equity,ResMed Inc. (RMD),RMD
NYSE Equity,Resolute Forest Products Inc. (RFP),RFP
NYSE Equity,Restaurant Brands International Inc. (QSR),QSR
NYSE Equity,"Retail Properties of America, Inc. (RPAI)",RPAI
NYSE Equity,Retail Value Inc. (RVI),RVI
NYSE Equity,"REV Group, Inc. (REVG)",REVG
NYSE Equity,"Revlon, Inc. (REV)",REV
NYSE Equity,"Revolve Group, Inc. (RVLV)",RVLV
NYSE Equity,REX American Resources Corporation (REX),REX
NYSE Equity,"Rexford Industrial Realty, Inc. (REXR)",REXR
NYSE Equity,"Rexford Industrial Realty, Inc. (REXR^A)",REXR^A
NYSE Equity,"Rexford Industrial Realty, Inc. (REXR^B)",REXR^B
NYSE Equity,Rexnord Corporation (RXN),RXN
NYSE Equity,Rexnord Corporation (RXN^A),RXN^A
NYSE Equity,RH (RH),RH
NYSE Equity,"Ringcentral, Inc. (RNG)",RNG
NYSE Equity,Rio Tinto Plc (RIO),RIO
NYSE Equity,Ritchie Bros. Auctioneers Incorporated (RBA),RBA
NYSE Equity,Rite Aid Corporation (RAD),RAD
NYSE Equity,RiverNorth Marketplace Lending Corporation (RMPL^),RMPL^
NYSE Equity,RiverNorth Marketplace Lending Corporation (RSF),RSF
NYSE Equity,"RiverNorth Opportunistic Municipal Income Fund, Inc. (RMI)",RMI
NYSE Equity,"RiverNorth Opportunities Fund, Inc. (RIV)",RIV
NYSE Equity,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc. (OPP)",OPP
NYSE Equity,RLI Corp. (RLI),RLI
NYSE Equity,RLJ Lodging Trust (RLJ),RLJ
NYSE Equity,RLJ Lodging Trust (RLJ^A),RLJ^A
NYSE Equity,RMG Acquisition Corp. (RMG),RMG
NYSE Equity,RMG Acquisition Corp. (RMG.U),RMG.U
NYSE Equity,RMG Acquisition Corp. (RMG.WS),RMG.WS
NYSE Equity,"Roadrunner Transportation Systems, Inc. (RRTS)",RRTS
NYSE Equity,"Roan Resources, Inc. (ROAN)",ROAN
NYSE Equity,Robert Half International Inc. (RHI),RHI
NYSE Equity,"Rockwell Automation, Inc. (ROK)",ROK
NYSE Equity,"Rogers Communication, Inc. (RCI)",RCI
NYSE Equity,Rogers Corporation (ROG),ROG
NYSE Equity,"Rollins, Inc. (ROL)",ROL
NYSE Equity,"Roper Technologies, Inc. (ROP)",ROP
NYSE Equity,Rosetta Stone (RST),RST
